classids;subjectid;teacherids;classroomids;day;period
442;ulc1112-2_TP;304;86;4;2
442;ulc1112-2_TP;304;86;4;3
442;ulc1112-2_TP;304;60;1;2
442;ulc1112-2_TP;304;60;1;3
442;ulc1112-2_TP;304;60;1;4
430;UINF1008_TP;382;65;0;3
430;UINF1008_TP;382;65;0;4
430;UINF1008_TP;382;65;0;5
430;UINF1008_TP;382;65;0;6
430;UINF1008_TP;382;65;1;0
430;UINF1008_TP;382;65;1;1
430;UINF1008_TP;382;65;1;2
430;UINF1008_TP;382;65;1;3
271,272;INF1020_TP;457;51;0;4
271,272;INF1020_TP;457;51;0;5
430;UINF1051_TP;415;69;3;2
430;UINF1051_TP;415;69;3;3
430;UINF1051_TP;415;69;3;4
430;UINF1051_TP;415;69;3;5
430;UINF1051_TP;415;69;3;6
430;UINF1051_TP;415;69;3;7
434;ULC1111_TP;635;94;2;7
434;ULC1111_TP;635;94;2;8
434;ULC1111_TP;635;94;2;9
434;ULC1111_TP;635;94;0;4
434;ULC1111_TP;635;94;0;5
434;ULC1111_TP;635;94;0;6
440;UCEE1009_TP;252;78;4;23
440;UCEE1009_TP;252;78;4;24
440;UCEE1009_TP;252;78;4;25
440;UCEE1009_TP;252;78;4;26
440;UCEE1009_TP;252;78;4;27
440;ulc1111-1_TP;305;78;5;16
440;ulc1111-1_TP;305;78;5;17
440;ulc1111-1_TP;305;78;5;18
440;ulc1111-1_TP;305;78;5;19
440;ulc1111-1_TP;305;78;5;20
440;ulc1112-1_TP;678;78;5;5
440;ulc1112-1_TP;678;78;5;6
440;ulc1112-1_TP;678;78;5;7
440;ulc1112-1_TP;678;78;5;8
440;ulc1112-1_TP;678;78;5;9
440;ULC1155_TP;739;78;5;0
440;ULC1155_TP;739;78;5;1
440;ULC1155_TP;739;78;5;2
440;ULC1155_TP;739;78;5;3
440;ULC1155_TP;739;78;5;4
440;ULC1160_TP;304;78;3;23
440;ULC1160_TP;304;78;3;24
440;ULC1160_TP;304;78;3;25
440;ULC1160_TP;304;78;3;26
440;ULC1160_TP;304;78;3;27
442;UGE1103_TP;405;89;3;6
442;UGE1103_TP;405;89;3;7
442;UGE1103_TP;405;89;3;8
442;UGE1103_TP;405;89;3;3
442;UGE1103_TP;405;89;3;4
442;UGE1103_TP;405;89;3;5
267;INF1052_TP;278;81;1;12
267;INF1052_TP;278;81;1;13
267;INF1052_TP;278;81;1;14
267;INF1052_TP;278;81;1;15
267;INF1052_TP;278;81;1;16
267;INF1052_TP;278;81;1;17
268;INF1052_TP;278;82;2;12
268;INF1052_TP;278;82;2;13
268;INF1052_TP;278;82;2;14
268;INF1052_TP;278;82;2;15
268;INF1052_TP;278;82;2;16
268;INF1052_TP;278;82;2;17
270;INF1017_TP;256;64,90;2;13
270;INF1017_TP;256;64,90;2;14
270;INF1017_TP;256;64,90;2;15
270;INF1017_TP;256;64,90;2;16
269;INF1017_TP;256;64,90;2;17
269;INF1017_TP;256;64,90;2;18
269;INF1017_OT;256;64,90;2;19
269;INF1017_OT;256;64,90;2;20
300;UET1029_TP;463;77;3;7
300;UET1029_TP;463;77;3;8
300;UET1029_T;463;77;4;5
300;UET1029_T;463;77;4;6
300;UET1029_T;463;77;4;7
300;UET1029_T;463;77;4;8
434;UINF1056_TP;805;71;3;0
434;UINF1056_TP;805;71;3;1
434;UINF1056_TP;805;71;3;2
434;UINF1056_TP;805;71;3;3
434;UINF1056_TP;805;71;1;0
434;UINF1056_TP;805;71;1;1
434;UINF1056_TP;805;71;1;2
434;UINF1056_TP;805;71;1;3
434,430;ULC1112_TP;772;90;1;4
434,430;ULC1112_TP;772;90;1;5
434,430;ULC1112_TP;772;90;1;6
434,430;ULC1112_TP;772;84;4;5
434,430;ULC1112_TP;772;84;4;6
434,430;ULC1112_TP;772;84;4;7
295,318,*39,*40;CSH1015_OT;1126;85;1;5
295,318,*39,*40;CSH1015_OT;1126;85;1;6
295,318,*39,*40;CSH1015_TP;1126;85;1;7
295,318,*39,*40;CSH1015_TP;1126;85;1;8
295,318,*39,*40;CSH1015_TP;1126;89;4;1
295,318,*39,*40;CSH1015_TP;1126;89;4;2
295,318,*39,*40;CSH1015_TP;1126;89;4;3
295,318,*39,*40;CSH1015_TP;1126;89;4;4
295,*40;UGE1042_OT;1126;87;0;6
295,*40;UGE1042_OT;1126;87;0;7
295,*40;UGE1042_TP;1126;88;2;5
295,*40;UGE1042_TP;1126;88;2;6
295,*40;UGE1042_TP;1126;88;2;7
295,*40;UGE1042_TP;1126;88;2;8
295,*40;UGE1042_TP;1126;87;0;8
295,*40;UGE1042_TP;1126;87;0;9
270;INF1007_TP;256;64;2;1
270;INF1007_TP;256;64;2;2
270;INF1007_TP;256;64;2;3
270;INF1007_TP;256;64;2;4
270;INF1007_TP;256;64;0;3
270;INF1007_TP;256;64;0;4
270;INF1007_TP;256;64;0;5
270;INF1007_TP;256;64;0;6
270;INF1007_TP;256;64;3;3
270;INF1007_TP;256;64;3;4
270;INF1007_TP;256;64;3;5
270;INF1007_TP;256;64;3;6
269;INF1007_TP;256;64,85;3;16
269;INF1007_TP;256;64,85;3;17
269;INF1007_TP;256;64,85;3;18
269;INF1007_TP;256;64,85;3;19
296,*40;UGE1040_OT;875;54;0;18
296,*40;UGE1040_OT;875;54;0;19
296,*40;UGE1040_OT;875;54;0;20
296,*40;UGE1040_OT;875;54;0;21
296,*40;UGE1040_TP;875;54;0;22
296,*40;UGE1040_TP;875;54;1;19
296,*40;UGE1040_TP;875;54;1;20
296,*40;UGE1040_TP;875;54;1;21
296,*40;UGE1040_TP;875;54;1;22
296,*40;UGE1040_TP;875;54;1;23
440;UENF1009_TP;99995;78;3;19
440;UENF1009_TP;99995;78;3;20
440;UENF1009_TP;99995;78;3;21
440;UENF1009_TP;99995;78;3;22
455;UCEE1016_TP;563;85;3;10
455;UCEE1016_TP;563;85;3;11
455;UCEE1016_TP;563;85;3;12
455;UCEE1016_TP;563;85;3;13
455;UCEE1016_TP;563;85;3;14
455;UCEE1016_TP;563;85;3;15
296,*40;UGE1038_TP;274;61;3;10
296,*40;UGE1038_TP;274;61;3;11
296,*40;UGE1038_TP;274;61;3;12
296,*40;UGE1038_TP;274;61;3;13
296,*40;UGE1038_TP;274;61;3;14
296,*40;UGE1038_OT;274;61;4;5
296,*40;UGE1038_OT;274;61;4;6
296,*40;UGE1038_OT;274;61;4;7
296,*40;UGE1038_OT;274;61;4;8
296,*40;UGE1038_TP;274;61;4;9
326;CA1060_TP;274;89;2;1
326;CA1060_TP;274;89;2;2
326;CA1060_TP;274;89;2;3
326;CA1060_TP;274;89;2;4
326;CA1060_TP;274;61;4;1
326;CA1060_TP;274;61;4;2
326;CA1060_TP;274;61;4;3
326;CA1060_TP;274;61;4;4
326;CA1060_OT;274;61;3;2
326;CA1060_OT;274;61;3;3
326;CA1060_OT;274;61;3;4
326;CA1060_OT;274;61;3;5
310;EC1182_TP;92;78;4;3
310;EC1182_TP;92;78;4;4
310;EC1182_TP;92;78;4;5
331;CA1048_TP;274;;4;1
331;CA1048_TP;274;;4;2
331;CA1048_TP;274;;4;3
331;CA1048_TP;274;;4;4
331;CA1048_TP;274;;2;1
331;CA1048_TP;274;;2;2
331;CA1048_TP;274;;2;3
331;CA1048_TP;274;;2;4
455;UINF1050_TP;1107;68;2;1
455;UINF1050_TP;1107;68;2;2
455;UINF1050_TP;1107;68;2;3
455;UINF1050_TP;1107;68;2;4
455;UINF1050_TP;1107;68;2;5
455;UINF1050_TP;1107;68;2;6
455;UINF1050_TP;1107;68;1;11
455;UINF1050_TP;1107;68;1;12
455;UINF1050_TP;1107;68;1;13
455;UINF1050_TP;1107;68;1;14
455;UINF1050_TP;1107;68;1;15
455;UINF1050_TP;1107;68;1;16
309;EC1168_OT;290;81;4;8
309;EC1168_TP;290;81;4;6
309;EC1168_TP;290;81;4;7
309;EC1168_L;290;81;4;9
303;UET1128_L;375;133;1;2
303;UET1128_L;375;133;1;3
303;UET1128_L;375;133;1;4
303;UET1128_L;375;133;1;5
303;UET1127_OT;375;133;1;17
303;UET1127_OT;375;133;1;18
303;UET1127_T;375;133;1;19
303;UET1127_T;375;133;2;3
303;UET1127_T;375;133;2;4
303;UET1127_T;375;133;2;5
303;UET1128_T;375;133;3;1
303;UET1128_T;375;133;3;2
303;UET1128_TP;375;133;3;3
303;UET1128_TP;375;133;3;4
434,430;UINF1024_TP;1128;84;4;1
434,430;UINF1024_TP;1128;84;4;2
434,430;UINF1024_TP;1128;84;4;3
434,430;UINF1024_TP;1128;84;4;4
434,430;UINF1024_TP;1128;83;1;10
434,430;UINF1024_TP;1128;83;1;11
434,430;UINF1024_TP;1128;83;1;12
434,430;UINF1024_TP;1128;83;1;13
442;UINF1010_TP;1128;67;0;13
442;UINF1010_TP;1128;67;0;14
442;UINF1010_TP;1128;67;0;15
442;UINF1010_TP;1128;67;0;16
